"gene","logFC","FDR","add_variable","time","data_name"
"SCO1110",0.481287728,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1110",-0.041986615,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1110",-0.044200016,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1110",0.48097895,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1110",0.09428236,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1110",0.049228045,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1143",-0.658052149,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1143",-1.268086402,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1143",0.511704003,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1143",-0.822138869,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1143",-0.977232459,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1149",-0.137035965,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1149",-0.598145791,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1149",-1.12766603,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1149",0.190241634,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1149",-0.507182602,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1149",-1.244085338,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1195",0.234653851,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1195",-1.145444571,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1195",-1.767956987,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1195",0.03945836,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1195",-0.46500706,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1195",-1.165102384,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1207",-2.497520713,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1207",-1.636743913,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1282",0.088173607,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1282",-0.055971363,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1282",-0.290871199,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1282",0.217831903,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1282",0.142696477,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1336",-1.264234467,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1336",-0.473166069,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1336",-0.457396878,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1388",0.512026836,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1388",-0.123512755,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1388",0.382239754,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1388",-0.03012221,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1388",0.195190108,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1415",0.377866419,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1415",-2.683679836,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1415",-3.161394398,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1415",0.092987745,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1415",-1.652923942,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1415",-1.999407958,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1416",0.145755041,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1416",-0.40361726,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1416",-0.665288826,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1416",0.078133602,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1416",-0.179802286,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1416",-0.271608558,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1541",-0.00070738,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1541",-0.860432632,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1541",-0.917519986,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1541",-0.028203887,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1541",-0.485055582,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1541",-1.082910764,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1549",0.186843035,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1549",-0.124326613,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1549",-0.125615952,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1549",0.271032117,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1549",-0.076761816,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1549",-0.190440871,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1573",0.571354062,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1573",-0.309955891,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1573",-0.632032349,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1573",-0.13652982,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1576",0.224920521,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1576",-0.25326111,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1576",-0.156120304,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1576",-0.531150954,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1576",-0.499659689,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1576",0.068985158,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1590",-1.825495968,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1590",-0.483435458,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1658",0.060533488,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1658",-0.376837092,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1658",-0.636810493,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1658",0.078626271,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1658",0.174286877,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1658",0.184341612,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1700",0.031470145,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1700",-0.14999809,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1700",-0.087191553,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1700",0.969825513,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1700",0.562722503,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1700",0.953696419,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1724",-0.065360997,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1724",-0.129937355,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1724",0.416181969,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1749",0.277641615,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1749",-1.24163163,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1749",-0.829452642,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1749",-1.050196033,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1749",-0.882986096,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1757",0.04065234,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1757",-0.145632698,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1757",-0.537287594,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1757",0.220702354,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1757",0.003070001,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1757",-0.213393304,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1766",0.06307921,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1766",0.167387098,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1766",0.479981433,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1766",0.110256492,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1766",-0.055828948,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1766",0.147488833,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1767",0.181019934,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1767",0.060619927,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1767",0.438680297,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1767",-0.261120779,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1767",-0.370690297,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1773",-0.044257778,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1773",-0.646750499,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1773",-1.320414218,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1773",0.207574885,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1773",0.296353193,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1774",0.093975138,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1774",-0.227322146,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1774",-1.21842727,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1774",0.134767197,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1774",0.041219684,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1774",-0.006257747,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1778",0.063095765,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1778",-0.153678643,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1778",-0.458267237,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1778",0.117452534,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1778",-0.217382181,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1778",-0.02985749,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1810",0.525127778,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1810",-0.079622977,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1810",-0.11458998,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1810",0.547142387,0,"whiHvsWT",18,"whiAH_scoe"
"SCO1810",-0.002502148,0,"whiHvsWT",36,"whiAH_scoe"
"SCO1810",0.150232295,0,"whiHvsWT",48,"whiAH_scoe"
"SCO1834",-0.125170713,0,"whiAvsWT",18,"whiAH_scoe"
"SCO1834",-0.449135583,0,"whiAvsWT",36,"whiAH_scoe"
"SCO1834",-1.656558598,0,"whiAvsWT",48,"whiAH_scoe"
"SCO1834",0.01555567,0,"whiHvsWT",18,"whiAH_scoe"
