"gene","logFC","FDR","add_variable","time","data_name"
"SCO5892",2.23,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5893",2.3,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5893",1.38,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5893",1.66,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5895",3.14,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5895",1.81,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5895",1.91,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5897",6.81,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5897",2.97,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5897",2.57,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6273",2,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6273",1.84,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6273",1.81,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6275",2.53,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6275",1.96,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6275",2.28,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6276",2.24,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6276",1.67,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6276",1.68,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6277",1.38,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6277",2.07,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6277",1.86,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6280",2.33,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6280",1.77,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6280",2.19,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6284",3.28,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6284",7.67,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6284",5.93,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6285",1.92,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6285",2.54,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6285",2.76,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5222",2.58,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5222",2.66,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5222",1.52,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5223",2.02,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5223",2.29,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5223",1.5,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO4921",2.33,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO4921",2.92,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO4921",2.96,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5535",4.95,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5535",3.18,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5535",3.67,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO5536",4.1,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO5536",2,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO5536",2.64,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO0999",6.89,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO0999",4.05,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO0999",5.02,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO2633",7.57,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO2633",4.2,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO2633",5.52,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6266",2.21,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6266",3.74,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6266",4.02,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6681",2.9,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6681",2.37,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6681",2.82,0,"DohkAvsM145",88,"ohkA_scoe"
"SCO6682",4.31,0,"DohkAvsM145",48,"ohkA_scoe"
"SCO6682",7.42,0,"DohkAvsM145",64,"ohkA_scoe"
"SCO6682",9.44,0,"DohkAvsM145",88,"ohkA_scoe"
"",NA,0,"DohkAvsM145",48,"ohkA_scoe"
"",NA,0,"DohkAvsM145",64,"ohkA_scoe"
"",NA,0,"DohkAvsM145",88,"ohkA_scoe"
