"gene","logFC","FDR","time","add_variable","data_name"
"SCO0332",0.904218,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0332",0.940518,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0332",0.969054,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0337",-0.223,0,32,"DargR.M145","argR_2018"
"SCO0337",-0.531,0,42,"DargR.M145","argR_2018"
"SCO0337",-0.058,0,49,"DargR.M145","argR_2018"
"SCO0337",-0.129,0,56,"DargR.M145","argR_2018"
"SCO0337",-0.027,0,66,"DargR.M145","argR_2018"
"SCO0337",0.296052,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0337",0.000627,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0337",0.731868,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0337",0.596575,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0337",0.948067,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0352",-0.079,0,32,"DargR.M145","argR_2018"
"SCO0352",-0.036,0,42,"DargR.M145","argR_2018"
"SCO0352",0.236,0,49,"DargR.M145","argR_2018"
"SCO0352",0.564,0,56,"DargR.M145","argR_2018"
"SCO0352",0.386,0,66,"DargR.M145","argR_2018"
"SCO0352",0.966475,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0352",0.887604,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0352",0.204236,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0352",0.007581,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0352",0.049701,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0358",-0.629,0,32,"DargR.M145","argR_2018"
"SCO0358",-0.144,0,42,"DargR.M145","argR_2018"
"SCO0358",0.819,0,49,"DargR.M145","argR_2018"
"SCO0358",0.117,0,56,"DargR.M145","argR_2018"
"SCO0358",0.179,0,66,"DargR.M145","argR_2018"
"SCO0358",0.021077,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0358",0.612985,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0358",0.001473,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0358",0.801982,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0358",0.634889,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0365",0.183,0,32,"DargR.M145","argR_2018"
"SCO0365",-0.502,0,42,"DargR.M145","argR_2018"
"SCO0365",-0.03,0,49,"DargR.M145","argR_2018"
"SCO0365",0.086,0,56,"DargR.M145","argR_2018"
"SCO0365",-0.032,0,66,"DargR.M145","argR_2018"
"SCO0365",0.575929,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0365",0.004137,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0365",0.889439,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0365",0.797815,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0365",0.946896,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0378",0.057,0,32,"DargR.M145","argR_2018"
"SCO0378",1.734,0,42,"DargR.M145","argR_2018"
"SCO0378",0.372,0,49,"DargR.M145","argR_2018"
"SCO0378",-0.426,0,56,"DargR.M145","argR_2018"
"SCO0378",-0.009,0,66,"DargR.M145","argR_2018"
"SCO0378",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0378",5e-06,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0378",0.250551,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0378",0.359477,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0378",0.992342,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0379",-0.648,0,32,"DargR.M145","argR_2018"
"SCO0379",1.89,0,42,"DargR.M145","argR_2018"
"SCO0379",0.088,0,49,"DargR.M145","argR_2018"
"SCO0379",-0.374,0,56,"DargR.M145","argR_2018"
"SCO0379",-0.666,0,66,"DargR.M145","argR_2018"
"SCO0379",0.230847,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0379",2.3e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0379",0.856482,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0379",0.555932,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0379",0.129663,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0381",-1.295,0,32,"DargR.M145","argR_2018"
"SCO0381",0.252,0,42,"DargR.M145","argR_2018"
"SCO0381",0.114,0,49,"DargR.M145","argR_2018"
"SCO0381",-0.1,0,56,"DargR.M145","argR_2018"
"SCO0381",0.54,0,66,"DargR.M145","argR_2018"
"SCO0381",0.004315,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0381",0.597477,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0381",0.808686,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0381",0.918415,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0381",0.258312,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0383",-1.376,0,32,"DargR.M145","argR_2018"
"SCO0383",0.126,0,42,"DargR.M145","argR_2018"
"SCO0383",-0.019,0,49,"DargR.M145","argR_2018"
"SCO0383",-0.091,0,56,"DargR.M145","argR_2018"
"SCO0383",0.73,0,66,"DargR.M145","argR_2018"
"SCO0383",0.009314,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0383",0.842569,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0383",0.974565,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0383",0.938689,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0383",0.168194,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0385",-1.105,0,32,"DargR.M145","argR_2018"
"SCO0385",-0.234,0,42,"DargR.M145","argR_2018"
"SCO0385",0.025,0,49,"DargR.M145","argR_2018"
"SCO0385",-0.047,0,56,"DargR.M145","argR_2018"
"SCO0385",0.476,0,66,"DargR.M145","argR_2018"
"SCO0385",0.004218,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0385",0.562838,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0385",0.955398,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0385",0.958389,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0385",0.237416,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0386",-0.91,0,32,"DargR.M145","argR_2018"
"SCO0386",-0.176,0,42,"DargR.M145","argR_2018"
"SCO0386",0.14,0,49,"DargR.M145","argR_2018"
"SCO0386",-0.061,0,56,"DargR.M145","argR_2018"
"SCO0386",0.374,0,66,"DargR.M145","argR_2018"
"SCO0386",0.002819,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0386",0.581351,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0386",0.63254,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0386",0.927904,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0386",0.2345,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0387",-1.228,0,32,"DargR.M145","argR_2018"
"SCO0387",-0.24,0,42,"DargR.M145","argR_2018"
"SCO0387",0.032,0,49,"DargR.M145","argR_2018"
"SCO0387",0.062,0,56,"DargR.M145","argR_2018"
"SCO0387",0.497,0,66,"DargR.M145","argR_2018"
"SCO0387",0.001077,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0387",0.532465,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0387",0.939576,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0387",0.941763,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0387",0.185239,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0389",-0.933,0,32,"DargR.M145","argR_2018"
"SCO0389",-0.176,0,42,"DargR.M145","argR_2018"
"SCO0389",-0.067,0,49,"DargR.M145","argR_2018"
"SCO0389",0.02,0,56,"DargR.M145","argR_2018"
"SCO0389",0.472,0,66,"DargR.M145","argR_2018"
"SCO0389",0.008476,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0389",0.640316,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0389",0.86166,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0389",0.981269,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0389",0.189232,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0390",-0.967,0,32,"DargR.M145","argR_2018"
"SCO0390",-0.309,0,42,"DargR.M145","argR_2018"
"SCO0390",-0.031,0,49,"DargR.M145","argR_2018"
"SCO0390",-0.074,0,56,"DargR.M145","argR_2018"
"SCO0390",0.345,0,66,"DargR.M145","argR_2018"
"SCO0390",0.004401,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0390",0.354991,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0390",0.937045,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0390",0.919317,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0390",0.371853,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0400",-1.014,0,32,"DargR.M145","argR_2018"
"SCO0400",-0.045,0,42,"DargR.M145","argR_2018"
"SCO0400",0.152,0,49,"DargR.M145","argR_2018"
"SCO0400",0,0,56,"DargR.M145","argR_2018"
"SCO0400",0.638,0,66,"DargR.M145","argR_2018"
"SCO0400",0.008491,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0400",0.926751,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0400",0.688153,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0400",0.999569,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0400",0.082307,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0402",-0.77,0,32,"DargR.M145","argR_2018"
"SCO0402",-0.556,0,42,"DargR.M145","argR_2018"
"SCO0402",-1.116,0,49,"DargR.M145","argR_2018"
"SCO0402",-0.653,0,56,"DargR.M145","argR_2018"
"SCO0402",-0.188,0,66,"DargR.M145","argR_2018"
"SCO0402",0.03329,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0402",0.084013,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0402",0.001065,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0402",0.080482,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0402",0.736166,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0408",-0.708,0,32,"DargR.M145","argR_2018"
"SCO0408",-0.089,0,42,"DargR.M145","argR_2018"
"SCO0408",-0.39,0,49,"DargR.M145","argR_2018"
"SCO0408",-0.747,0,56,"DargR.M145","argR_2018"
"SCO0408",-0.111,0,66,"DargR.M145","argR_2018"
"SCO0408",0.010602,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0408",0.778738,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0408",0.106425,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0408",0.007276,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0408",0.826654,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0416",-0.152,0,32,"DargR.M145","argR_2018"
"SCO0416",-0.312,0,42,"DargR.M145","argR_2018"
"SCO0416",-0.72,0,49,"DargR.M145","argR_2018"
"SCO0416",0.049,0,56,"DargR.M145","argR_2018"
"SCO0416",-0.123,0,66,"DargR.M145","argR_2018"
"SCO0416",0.877845,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0416",0.229044,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0416",0.005187,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0416",0.93663,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0416",0.796141,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0417",0.139,0,32,"DargR.M145","argR_2018"
"SCO0417",-0.203,0,42,"DargR.M145","argR_2018"
"SCO0417",-0.861,0,49,"DargR.M145","argR_2018"
"SCO0417",-0.115,0,56,"DargR.M145","argR_2018"
"SCO0417",-0.218,0,66,"DargR.M145","argR_2018"
"SCO0417",0.945197,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0417",0.54789,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0417",0.004746,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0417",0.845188,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0417",0.632896,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0426",-1.751,0,32,"DargR.M145","argR_2018"
"SCO0426",-2.216,0,42,"DargR.M145","argR_2018"
"SCO0426",-1.1,0,49,"DargR.M145","argR_2018"
"SCO0426",-0.912,0,56,"DargR.M145","argR_2018"
"SCO0426",0.788,0,66,"DargR.M145","argR_2018"
"SCO0426",0.000819,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0426",1.9e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0426",0.017367,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0426",0.099945,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0426",0.118181,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0431",0.043,0,32,"DargR.M145","argR_2018"
"SCO0431",0.066,0,42,"DargR.M145","argR_2018"
"SCO0431",-0.42,0,49,"DargR.M145","argR_2018"
"SCO0431",-0.584,0,56,"DargR.M145","argR_2018"
"SCO0431",-1.226,0,66,"DargR.M145","argR_2018"
"SCO0431",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0431",0.812825,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0431",0.044146,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0431",0.016123,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0431",2e-06,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0439",0.135,0,32,"DargR.M145","argR_2018"
"SCO0439",0.537,0,42,"DargR.M145","argR_2018"
"SCO0439",-0.373,0,49,"DargR.M145","argR_2018"
"SCO0439",0.276,0,56,"DargR.M145","argR_2018"
"SCO0439",0.181,0,66,"DargR.M145","argR_2018"
"SCO0439",0.831416,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0439",0.005834,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0439",0.048055,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0439",0.307836,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0439",0.502995,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0441",0.118,0,32,"DargR.M145","argR_2018"
"SCO0441",0.396,0,42,"DargR.M145","argR_2018"
"SCO0441",-1.916,0,49,"DargR.M145","argR_2018"
"SCO0441",-0.244,0,56,"DargR.M145","argR_2018"
"SCO0441",0.469,0,66,"DargR.M145","argR_2018"
"SCO0441",0.990001,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0441",0.312135,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0441",9e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0441",0.697921,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0441",0.277057,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0442",0.067,0,32,"DargR.M145","argR_2018"
"SCO0442",0.235,0,42,"DargR.M145","argR_2018"
"SCO0442",-1.276,0,49,"DargR.M145","argR_2018"
"SCO0442",-0.07,0,56,"DargR.M145","argR_2018"
"SCO0442",0.339,0,66,"DargR.M145","argR_2018"
"SCO0442",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0442",0.381805,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0442",9e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0442",0.898021,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0442",0.229183,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0449",-0.19,0,32,"DargR.M145","argR_2018"
"SCO0449",-0.43,0,42,"DargR.M145","argR_2018"
"SCO0449",-1.115,0,49,"DargR.M145","argR_2018"
"SCO0449",-0.15,0,56,"DargR.M145","argR_2018"
"SCO0449",-0.207,0,66,"DargR.M145","argR_2018"
"SCO0449",0.913668,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0449",0.240843,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0449",0.002426,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0449",0.82747,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0449",0.732443,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0457",0.026,0,32,"DargR.M145","argR_2018"
"SCO0457",-0.423,0,42,"DargR.M145","argR_2018"
"SCO0457",-0.372,0,49,"DargR.M145","argR_2018"
"SCO0457",-0.022,0,56,"DargR.M145","argR_2018"
"SCO0457",-0.158,0,66,"DargR.M145","argR_2018"
"SCO0457",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0457",0.001062,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0457",0.004741,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0457",0.94611,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0457",0.295059,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0464",0.264,0,32,"DargR.M145","argR_2018"
"SCO0464",0.936,0,42,"DargR.M145","argR_2018"
"SCO0464",1.967,0,49,"DargR.M145","argR_2018"
"SCO0464",1.684,0,56,"DargR.M145","argR_2018"
"SCO0464",1.565,0,66,"DargR.M145","argR_2018"
"SCO0464",0.636764,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0464",0.000808,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0464",0,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0464",1e-06,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0464",2e-06,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0465",0.635,0,32,"DargR.M145","argR_2018"
"SCO0465",1.895,0,42,"DargR.M145","argR_2018"
"SCO0465",2.929,0,49,"DargR.M145","argR_2018"
"SCO0465",2.398,0,56,"DargR.M145","argR_2018"
"SCO0465",3.08,0,66,"DargR.M145","argR_2018"
"SCO0465",0.271629,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0465",3.3e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0465",0,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0465",3e-06,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0465",0,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0508",-0.429,0,32,"DargR.M145","argR_2018"
"SCO0508",-0.325,0,42,"DargR.M145","argR_2018"
"SCO0508",-0.529,0,49,"DargR.M145","argR_2018"
"SCO0508",-0.328,0,56,"DargR.M145","argR_2018"
"SCO0508",-0.164,0,66,"DargR.M145","argR_2018"
"SCO0508",0.017983,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0508",0.043898,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0508",0.002074,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0508",0.086217,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0508",0.447174,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0509",0.285,0,32,"DargR.M145","argR_2018"
"SCO0509",2.45,0,42,"DargR.M145","argR_2018"
"SCO0509",1.733,0,49,"DargR.M145","argR_2018"
"SCO0509",0.604,0,56,"DargR.M145","argR_2018"
"SCO0509",0.421,0,66,"DargR.M145","argR_2018"
"SCO0509",0.651522,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0509",0,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0509",2e-06,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0509",0.088031,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0509",0.219155,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0516",-0.183,0,32,"DargR.M145","argR_2018"
"SCO0516",-0.283,0,42,"DargR.M145","argR_2018"
"SCO0516",-0.516,0,49,"DargR.M145","argR_2018"
"SCO0516",-0.227,0,56,"DargR.M145","argR_2018"
"SCO0516",-0.25,0,66,"DargR.M145","argR_2018"
"SCO0516",0.573346,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0516",0.107733,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0516",0.004294,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0516",0.357963,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0516",0.202487,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0522",-0.157,0,32,"DargR.M145","argR_2018"
"SCO0522",-0.339,0,42,"DargR.M145","argR_2018"
"SCO0522",-0.523,0,49,"DargR.M145","argR_2018"
"SCO0522",-0.313,0,56,"DargR.M145","argR_2018"
"SCO0522",0.008,0,66,"DargR.M145","argR_2018"
"SCO0522",0.50809,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0522",0.013273,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0522",0.000479,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0522",0.050663,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0522",0.983135,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0524",0.466,0,32,"DargR.M145","argR_2018"
"SCO0524",0.464,0,42,"DargR.M145","argR_2018"
"SCO0524",0.494,0,49,"DargR.M145","argR_2018"
"SCO0524",0.53,0,56,"DargR.M145","argR_2018"
"SCO0524",0.758,0,66,"DargR.M145","argR_2018"
"SCO0524",0.017129,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0524",0.007666,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0524",0.006285,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0524",0.006785,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0524",8.4e-05,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0536",-0.574,0,32,"DargR.M145","argR_2018"
"SCO0536",-0.796,0,42,"DargR.M145","argR_2018"
"SCO0536",-0.443,0,49,"DargR.M145","argR_2018"
"SCO0536",-0.719,0,56,"DargR.M145","argR_2018"
"SCO0536",-0.206,0,66,"DargR.M145","argR_2018"
"SCO0536",0.115257,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0536",0.007144,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0536",0.125064,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0536",0.032892,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0536",0.669032,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0542",0,0,32,"DargR.M145","argR_2018"
"SCO0542",0.39,0,42,"DargR.M145","argR_2018"
"SCO0542",0.249,0,49,"DargR.M145","argR_2018"
"SCO0542",0.167,0,56,"DargR.M145","argR_2018"
"SCO0542",0.075,0,66,"DargR.M145","argR_2018"
"SCO0542",0.99992,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0542",0.0087,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0542",0.085365,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0542",0.457842,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0542",0.791479,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0543",-1.42,0,32,"DargR.M145","argR_2018"
"SCO0543",-1.722,0,42,"DargR.M145","argR_2018"
"SCO0543",-0.773,0,49,"DargR.M145","argR_2018"
"SCO0543",-0.314,0,56,"DargR.M145","argR_2018"
"SCO0543",0.141,0,66,"DargR.M145","argR_2018"
"SCO0543",0.000416,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0543",1.4e-05,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0543",0.026162,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0543",0.579225,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0543",0.85367,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0549",0.198,0,32,"DargR.M145","argR_2018"
"SCO0549",-0.432,0,42,"DargR.M145","argR_2018"
"SCO0549",-0.041,0,49,"DargR.M145","argR_2018"
"SCO0549",-0.396,0,56,"DargR.M145","argR_2018"
"SCO0549",-0.941,0,66,"DargR.M145","argR_2018"
"SCO0549",0.865995,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0549",0.1819,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0549",0.91571,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0549",0.411368,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0549",0.003638,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0569",-0.316,0,32,"DargR.M145","argR_2018"
"SCO0569",2.079,0,42,"DargR.M145","argR_2018"
"SCO0569",0.931,0,49,"DargR.M145","argR_2018"
"SCO0569",-0.365,0,56,"DargR.M145","argR_2018"
"SCO0569",-0.847,0,66,"DargR.M145","argR_2018"
"SCO0569",0.913431,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0569",0.000512,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0569",0.097705,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0569",0.720701,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0569",0.195207,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0570",-0.25,0,32,"DargR.M145","argR_2018"
"SCO0570",1.364,0,42,"DargR.M145","argR_2018"
"SCO0570",0.871,0,49,"DargR.M145","argR_2018"
"SCO0570",-0.327,0,56,"DargR.M145","argR_2018"
"SCO0570",-0.803,0,66,"DargR.M145","argR_2018"
"SCO0570",0.935674,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0570",0.00668,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0570",0.073738,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0570",0.709032,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0570",0.147539,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0574",-0.015,0,32,"DargR.M145","argR_2018"
"SCO0574",-0.388,0,42,"DargR.M145","argR_2018"
"SCO0574",0.069,0,49,"DargR.M145","argR_2018"
"SCO0574",-0.022,0,56,"DargR.M145","argR_2018"
"SCO0574",-0.084,0,66,"DargR.M145","argR_2018"
"SCO0574",0.999071,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0574",0.006332,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0574",0.651638,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0574",0.951605,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0574",0.737096,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0577",-0.339,0,32,"DargR.M145","argR_2018"
"SCO0577",-0.126,0,42,"DargR.M145","argR_2018"
"SCO0577",-0.009,0,49,"DargR.M145","argR_2018"
"SCO0577",0.111,0,56,"DargR.M145","argR_2018"
"SCO0577",-0.818,0,66,"DargR.M145","argR_2018"
"SCO0577",0.326937,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0577",0.655109,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0577",0.976078,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0577",0.812301,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0577",0.001065,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0583",-0.146,0,32,"DargR.M145","argR_2018"
"SCO0583",-0.258,0,42,"DargR.M145","argR_2018"
"SCO0583",-0.782,0,49,"DargR.M145","argR_2018"
"SCO0583",-0.517,0,56,"DargR.M145","argR_2018"
"SCO0583",-0.665,0,66,"DargR.M145","argR_2018"
"SCO0583",0.786081,0,32,"p.BH.DargR.M145","argR_2018"
"SCO0583",0.198019,0,42,"p.BH.DargR.M145","argR_2018"
"SCO0583",0.000247,0,49,"p.BH.DargR.M145","argR_2018"
"SCO0583",0.017702,0,56,"p.BH.DargR.M145","argR_2018"
"SCO0583",0.001036,0,66,"p.BH.DargR.M145","argR_2018"
"SCO0584",0.449,0,32,"DargR.M145","argR_2018"
"SCO0584",1.913,0,42,"DargR.M145","argR_2018"
"SCO0584",-0.181,0,49,"DargR.M145","argR_2018"
"SCO0584",0.102,0,56,"DargR.M145","argR_2018"
"SCO0584",-1.5,0,66,"DargR.M145","argR_2018"
"SCO0584",0.649522,0,32,"p.BH.DargR.M145","argR_2018"
