"gene","logFC","FDR","add_variable","data_name","time"
"SCO1082",0.691,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1082",1.667,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1082",1.093,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2765",0.81,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2765",1.186,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2765",1.092,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6092",0.983,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6092",1.051,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6092",1.091,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1085",0.779,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1085",1.277,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1085",1.089,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6409",0.675,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6409",0.316,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6409",1.087,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2240",2.062,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2240",1.49,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2240",1.083,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0378",1.058,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0378",0.582,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0378",1.083,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4872",0.455,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4872",0.684,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4872",1.081,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5230",1.065,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5230",2.004,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5230",1.08,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0702",1.621,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0702",1.547,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0702",1.078,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5147",0.502,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5147",1.056,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5147",1.07,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3128",0.79,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3128",1.417,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3128",1.067,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4854",0.891,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4854",1.176,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4854",1.066,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2838",0.729,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2838",0.982,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2838",1.06,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5016",0.524,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5016",1.629,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5016",1.059,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0374",0.679,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0374",1.424,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0374",1.055,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7095",0.513,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7095",0.709,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7095",1.054,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5270",0.486,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5270",1.348,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5270",1.053,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3055",0.612,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3055",1.098,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3055",1.051,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0119",0.7,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0119",0.944,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0119",1.046,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3848",0.693,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3848",1.077,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3848",1.045,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0686",0.521,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0686",0.854,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0686",1.045,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0359",0.564,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0359",1.073,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0359",1.042,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6961",0.67,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6961",1.038,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6961",1.042,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1230",1.708,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1230",1.424,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1230",1.041,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0883",0.466,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0883",0.76,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0883",1.039,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1948",0.459,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1948",1.82,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1948",1.037,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5570",1.03,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5570",0.877,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5570",1.037,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6411",1.293,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6411",1.272,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6411",1.036,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2885",0.988,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2885",1.159,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2885",1.036,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1550",-0.857,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1550",-0.469,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1550",1.036,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5022",1.186,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5022",1.425,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5022",1.035,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3537",0.723,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3537",0.782,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3537",1.032,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2868",1.88,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2868",1.179,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2868",1.03,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6395",0.571,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6395",0.571,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6395",1.014,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6395",1.014,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6395",1.029,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6395",1.029,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4910",0.57,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4910",0.753,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4910",1.029,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7497",0.496,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7497",1.258,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7497",1.028,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2068",1.127,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2068",1.967,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2068",1.025,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5723",0.823,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5723",0.865,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5723",1.019,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5590",0.725,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5590",0.487,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5590",1.019,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6681",0.814,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6681",2.363,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6681",1.017,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5598",0.683,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5598",0.655,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5598",1.017,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4453",0.316,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4453",0.731,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4453",1.015,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6973",0.492,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6973",0.898,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6973",1.012,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6151",0.662,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6151",0.781,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6151",1.01,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7600",-0.834,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7600",0.55,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7600",1.01,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6044",0.743,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6044",1.003,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6044",1.009,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6724",0.572,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6724",0.639,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6724",1.006,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4516",1.412,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4516",1.071,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4516",1.005,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5863",0.581,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5863",0.519,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5863",1.005,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1469",0.625,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1469",1.123,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1469",1.004,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6005",1.853,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6005",1.201,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6005",1.001,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0603",0.454,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0603",0.875,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0603",0.998,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1164",0.59,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1164",0.938,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1164",0.995,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4823",0.719,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4823",1.005,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4823",0.99,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0503",0.681,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0503",1.151,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0503",0.989,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0135",0.703,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0135",0.485,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0135",0.988,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4238",1.196,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4238",1.249,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4238",0.985,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2256",-0.455,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2256",1.554,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2256",0.978,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2517",0.581,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2517",0.638,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2517",0.972,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5627",1.148,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5627",0.918,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5627",0.97,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3371",0.82,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3371",1.712,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3371",0.969,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7192",1.117,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7192",0.675,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7192",0.969,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0572",0.993,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0572",1.818,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0572",0.967,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7715",0.92,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7715",1.047,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7715",0.964,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4992",1.138,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4992",0.998,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4992",0.96,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6462",0.513,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6462",0.758,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6462",0.96,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2192",0.801,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2192",1.088,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2192",0.957,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1599",0.686,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1599",0.803,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1599",0.955,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4563",-0.935,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4563",0.793,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4563",0.952,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7580",0.905,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7580",1.051,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7580",0.951,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6683",0.885,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6683",2.055,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6683",0.947,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1772",0.879,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1772",0.879,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1772",0.947,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1657",0.415,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1657",1.341,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1657",0.945,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2371",1.521,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2371",0.711,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2371",0.944,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1101",0.867,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1101",1.267,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1101",0.943,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6628",1.145,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6628",1.064,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6628",0.943,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4573",-0.937,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4573",0.853,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4573",0.939,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4792",0.291,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4792",1.078,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4792",0.938,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6962",0.596,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6962",0.868,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6962",0.938,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4796",0.569,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4796",1.182,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4796",0.936,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1637",0.478,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1637",1.245,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1637",0.932,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4572",-2.139,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4572",0.885,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4572",0.927,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2611",0.625,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2611",0.334,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2611",0.926,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1078",0.87,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1078",1.083,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1078",0.921,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5112",1.434,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5112",1.363,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5112",0.92,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2880",2.325,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2880",1.497,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2880",0.913,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6410",0.877,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6410",0.677,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6410",0.91,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5421",1.032,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5421",1.53,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5421",0.909,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6630",1.291,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6630",1.013,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6630",0.909,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6766",2.531,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6766",1.089,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6766",0.908,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0485",0.514,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0485",0.628,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0485",0.903,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2654",0.505,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2654",1.103,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2654",0.902,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2655",1.02,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2655",1.098,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2655",0.902,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5513",0.759,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5513",1.181,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5513",0.901,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0599",0.592,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0599",0.658,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0599",0.899,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6007",1.692,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6007",0.998,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6007",0.891,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5148",0.709,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5148",0.775,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5148",0.89,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2597",0.809,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2597",0.752,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2597",0.887,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0866",1.124,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0866",1.665,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0866",0.886,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0677",0.712,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0677",1.514,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0677",0.878,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2801",0.974,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2801",1.29,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2801",0.876,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1998",0.732,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1998",0.837,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1998",0.874,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2961",0.787,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2961",1.065,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2961",0.873,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2077",0.764,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2077",0.793,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2077",0.873,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1721",0.952,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1721",0.775,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1721",0.873,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6763",1.012,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6763",0.998,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6763",0.869,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2330",0.422,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2330",0.924,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2330",0.869,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3618",0.466,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3618",0.479,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3618",0.869,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2124",0.698,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2124",0.562,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2124",0.865,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1105",3.24,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1105",1.78,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1105",0.864,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5408",0.986,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5408",0.921,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5408",0.862,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3971",0.414,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
