"gene","logFC","FDR","add_variable","data_name","time"
"SCO4692",0.414,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4692",0.323,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4692",0.16,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1614",-0.087,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1614",-0.34,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1614",-0.072,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0804",0.192,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0804",-0.163,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0804",-0.126,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2763",-0.234,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2763",-0.273,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2763",-0.132,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2537",-0.776,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2537",-0.371,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2537",-0.142,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1912",-0.347,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1912",-0.3,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1912",-0.153,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0469",0.219,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0469",-0.261,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0469",-0.167,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4975",-0.234,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4975",-0.264,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4975",-0.172,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2204",-0.693,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2204",-0.519,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2204",-0.178,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3609",-0.199,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3609",-0.134,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3609",-0.181,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4751",-0.362,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4751",-0.262,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4751",-0.193,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3841",-0.193,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3841",-0.178,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3841",-0.195,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7412",-0.205,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7412",-0.49,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7412",-0.213,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1972",-0.325,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1972",-0.344,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1972",-0.214,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7112",-0.2,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7112",-0.381,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7112",-0.22,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4586",-0.495,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4586",-0.369,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4586",-0.221,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3931",-0.522,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3931",-0.382,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3931",-0.227,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0918",-0.453,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0918",-0.484,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0918",-0.232,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2106",-0.226,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2106",-0.298,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2106",-0.237,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3384",-0.285,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3384",-0.313,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3384",-0.237,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5409",0.393,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5409",-0.377,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5409",-0.242,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2380",-0.205,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2380",-0.418,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2380",-0.243,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6046",-0.255,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6046",-0.326,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6046",-0.25,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4069",-0.819,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4069",-0.38,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4069",-0.251,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5947",-0.399,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5947",-0.331,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5947",-0.253,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3782",-0.444,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3782",-0.237,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3782",-0.254,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6335",-0.509,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6335",-0.639,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6335",-0.255,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3771",-0.283,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3771",-0.286,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3771",-0.256,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3507",-0.335,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3507",-0.212,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3507",-0.259,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2259",-0.487,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2259",-0.361,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2259",-0.26,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3757",-0.351,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3757",-0.288,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3757",-0.261,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5551",-0.654,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5551",-0.293,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5551",-0.265,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4458",-0.841,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4458",-0.408,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4458",-0.265,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1256",-0.871,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1256",-0.485,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1256",-0.267,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6121",-0.567,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6121",-0.725,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6121",-0.267,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7318",-0.316,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7318",-0.454,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7318",-0.272,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7720",-0.432,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7720",-0.331,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7720",-0.274,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4297",-0.502,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4297",-0.91,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4297",-0.274,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4797",-0.954,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4797",-0.334,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4797",-0.277,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2467",-0.462,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2467",-0.337,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2467",-0.283,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6649",0.57,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6649",-0.217,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6649",-0.285,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4311",-0.725,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4311",-0.231,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4311",-0.285,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3691",-0.883,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3691",-0.402,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3691",-0.286,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1569",-0.401,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1569",-0.247,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1569",-0.287,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5215",-0.154,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5215",-0.284,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5215",-0.292,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3137",0.29,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3137",-0.402,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3137",-0.293,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1417",-0.366,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1417",-0.343,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1417",-0.294,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3779",-0.195,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3779",-0.325,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3779",-0.296,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2072",-0.381,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2072",-0.248,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2072",-0.297,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1203",-0.337,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1203",-0.507,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1203",-0.299,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4986",-1.049,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4986",-0.405,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4986",-0.3,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6803",-0.23,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6803",-0.343,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6803",-0.301,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5837",0.328,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5837",-0.362,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5837",-0.301,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1184",-0.454,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1184",-0.391,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1184",-0.302,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2002",-0.592,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2002",-0.426,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2002",-0.302,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6692",-0.516,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6692",-0.346,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6692",-0.306,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1313",-0.68,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1313",-0.51,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1313",-0.306,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0796",-0.599,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0796",-0.62,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0796",-0.308,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2964",-0.409,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2964",-0.373,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2964",-0.309,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7542",-0.367,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7542",-0.658,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7542",-0.309,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5874",-0.535,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5874",-0.371,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5874",-0.312,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1881",-0.257,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1881",-0.351,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1881",-0.314,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2500",-0.241,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2500",-0.314,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2500",-0.315,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3898",-0.44,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3898",-0.503,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3898",-0.315,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6558",-0.359,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6558",-0.425,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6558",-0.321,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4149",-0.219,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4149",-0.342,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4149",-0.322,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1617",-0.45,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1617",-0.471,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1617",-0.326,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3611",-0.433,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3611",-0.713,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3611",-0.326,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2773",-0.463,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2773",0.588,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2773",-0.328,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1463",-0.319,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1463",-0.37,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1463",-0.33,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3554",-0.29,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3554",-0.414,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3554",-0.33,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5035",0.405,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5035",-0.179,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5035",-0.332,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0771",0.271,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0771",-0.536,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0771",-0.333,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3115",-0.204,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3115",-0.378,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3115",-0.334,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7345",-0.373,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7345",-0.378,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7345",-0.334,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3718",-0.27,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3718",-0.249,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3718",-0.336,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4585",-1.103,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4585",-0.724,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4585",-0.336,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6999",-0.508,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6999",-0.458,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6999",-0.341,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4606",-0.324,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4606",-0.29,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4606",-0.342,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3633",-0.482,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3633",-0.598,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3633",-0.342,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4871",0.255,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4871",-0.286,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4871",-0.343,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6512",-0.77,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6512",-0.337,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6512",-0.343,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4898",-0.369,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4898",-0.378,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4898",-0.344,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6545",-0.502,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6545",-0.449,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6545",-0.344,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3682",-0.561,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3682",-0.57,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3682",-0.345,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0913",0.657,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0913",-0.279,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0913",-0.346,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3147",-0.419,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3147",-0.395,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3147",-0.347,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5831",-0.268,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5831",-0.316,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5831",-0.351,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0910",0.561,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0910",-0.239,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0910",-0.353,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0556",-0.296,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0556",-0.305,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0556",-0.354,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5680",-0.538,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5680",-0.38,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5680",-0.355,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4195",-0.564,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4195",-0.422,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4195",-0.359,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4867",-0.545,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4867",-0.445,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4867",-0.359,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7443",0.809,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7443",-0.227,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7443",-0.362,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7719",-0.443,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7719",-0.456,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7719",-0.363,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0246",0.299,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0246",-0.568,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0246",-0.365,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO5027",-0.561,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO5027",-0.313,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO5027",-0.366,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6535",0.896,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6535",-0.552,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6535",-0.366,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6986",-0.455,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6986",-0.638,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6986",-0.366,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7125",-0.346,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7125",-0.326,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7125",-0.368,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO1362",-0.394,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO1362",-0.444,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO1362",-0.374,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4625",-0.693,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4625",-0.647,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4625",-0.375,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO0252",0.556,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO0252",-0.368,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO0252",-0.376,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3099",-0.321,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3099",-0.409,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3099",-0.376,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3385",-0.449,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3385",-0.397,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3385",-0.377,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2036",-0.543,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2036",-0.622,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2036",-0.378,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO4155",-0.434,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO4155",-0.376,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO4155",-0.379,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO2623",-0.446,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO2623",-0.446,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO2623",-0.379,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO3853",0.273,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO3853",-0.295,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO3853",-0.381,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO6704",-0.543,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO6704",-0.475,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO6704",-0.381,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
"SCO7430",-0.3,0,"MIIinTvsMI12h","yague_2013_scoe_diff",24
"SCO7430",-0.531,0,"MIIinTvsMI12h","yague_2013_scoe_diff",48
"SCO7430",-0.382,0,"MIIinTvsMI12h","yague_2013_scoe_diff",72
