"gene","logFC","FDR","add_variable","time","data_name"
"SCO3428",3.916,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3428",2.94,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3428",6.914,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3429",2.41,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3429",2.73,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3429",3.531,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3430",4.75,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3430",3.078,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3430",6.718,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3431",3.995,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3431",3.535,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3431",5.945,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3437",5.315,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3437",6.396,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3437",10.251,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3438",4.525,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3438",5.791,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3438",10.606,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3439",0.531,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3439",3.534,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3439",3.319,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3441",0.133,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3441",1.198,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3441",0.464,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3442",0.99,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3442",4.049,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3442",5.498,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3443",0.919,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3443",2.67,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3443",3.74,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3444",0.283,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3444",2.787,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3444",3.781,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3445",1.666,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3445",3.061,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3445",4.166,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3446",1.084,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3446",2.898,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3446",3.49,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3447",2.534,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3447",4.807,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3447",5.366,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3448",3.396,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3448",5.108,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3448",6.748,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3449",3.363,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3449",5.216,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3449",6.953,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3450",1.111,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3450",2.691,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3450",2.959,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO1142",-1.892,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO1142",-1.257,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO1142",-0.554,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO1426",1.612,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO1426",1.168,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO1426",2.276,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO1996",0.781,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO1996",1.516,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO1996",1.745,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO1997",-0.284,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO1997",1.876,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO1997",2.283,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO2162",-1.96,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO2162",-0.316,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO2162",-0.108,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO2310",-3.464,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO2310",-0.56,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO2310",-2.587,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3083",2.34,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3083",2.033,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3083",2.023,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3206",-0.68,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3206",2.329,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3206",5.623,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3207",-0.143,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3207",1.626,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3207",4.163,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3764",3.427,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3764",3.535,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3764",3.439,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3765",3.71,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3765",3.658,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3765",4.132,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO3890",-0.286,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO3890",1.149,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO3890",1.733,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO4109",-1.778,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO4109",-1.209,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO4109",-2.174,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO4297",-1.832,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO4297",2.125,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO4297",4.71,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO4956",-0.53,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO4956",1.457,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO4956",1.828,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO5042",-0.322,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO5042",1.602,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO5042",1.753,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO5163",-1.887,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO5163",-0.328,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO5163",-0.359,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO5285",-1.904,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO5285",0.317,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO5285",0.69,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO5490",0.046,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO5490",1.601,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO5490",1.341,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO6423",0.333,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO6423",1.826,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO6423",2.051,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO7140",0.027,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO7140",1.403,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO7140",1.76,0,"DdraRKvsM145",60,"draRK_scoe"
"SCO7784",-0.901,0,"DdraRKvsM145",36,"draRK_scoe"
"SCO7784",0.673,0,"DdraRKvsM145",48,"draRK_scoe"
"SCO7784",2.502,0,"DdraRKvsM145",60,"draRK_scoe"
